2024,4,17,0,14.2,25.6
2024,4,18,2,13.9,21.5
2024,4,19,0,12.5,21.9
2024,4,20,0,11.4,27.9
2024,4,21,0,14.9,23.9
2024,4,22,1,13,18.4
2024,4,23,0,15.2,20.3
2024,4,24,15,13.4,15.7
2024,4,25,1,12.8,28
2024,4,26,0,13.2,26.3
2024,4,27,0,17.4,24.9
2024,4,28,0,14.3,30.8
2024,4,29,0,16.2,29.2
2024,4,30,1,18.3,23.2
2024,5,1,21.5,11.5,20.5
2024,5,2,5,11,21.7
2024,5,3,0,10.3,26.6
2024,5,4,0,12.3,29.7
2024,5,5,0,13,31.7
2024,5,6,0,15.3,23.8
2024,5,7,7,16.3,22.1
2024,5,8,17.5,11.7,23.4
2024,5,9,3.5,9.8,19.3
2024,5,10,0,8.5,26.3
2024,5,11,0,11.7,28.2
2024,5,12,0,13,24.4
2024,5,13,18,14.6,19.7
2024,5,14,0,11.9,23.4
2024,5,15,5,11.4,26.6
2024,5,16,4,15.2,23.8
2024,5,17,0,13,27.8
2024,5,18,0,15,29.3
2024,5,19,0.5,17.5,24.6
2024,5,20,18.5,14.3,23
2024,5,21,2.5,16,30.6
2024,5,22,0,17.1,25.8
2024,5,23,0,15,25.7
2024,5,24,0,16.9,32.5
2024,5,25,0,18.7,29
2024,5,26,0,17.8,25.9
2024,5,27,0,16.1,25.6
2024,5,28,1,19.3,24.7
2024,5,29,0,19.2,29.5
2024,5,30,0,16.4,28.8
2024,5,31,28.5,16.8,22
2024,6,1,0,17.4,27.8
2024,6,2,31.5,15.3,20.7
2024,6,3,5.5,14.8,26.2
2024,6,4,0,15.9,25.9
2024,6,5,0,15.2,28.5
2024,6,6,0,19,28.3
2024,6,7,0,19.4,28.8
2024,6,8,0,17.4,29.7
2024,6,9,0,18.5,27.3
2024,6,10,10.5,18,23.5
2024,6,11,0,20,32.2
2024,6,12,0,20.5,32.1
2024,6,13,0,19.9,29.3
2024,6,14,0,19.8,35
2024,6,15,0,22.4,33
2024,6,16,2.5,20.3,32.1
2024,6,17,1,23,32.6
2024,6,18,48.5,18.6,23.5
2024,6,19,0,16.3,32
2024,6,20,0,19.5,31.7
2024,6,21,10,18.3,23.4
2024,6,22,0,16.1,31.8
2024,6,23,17,19.3,24.7
2024,6,24,0,20.8,35.2
2024,6,25,0,24.6,32.4
2024,6,26,0,24.9,33.2
2024,6,27,0,23.3,30.5
2024,6,28,26,21.6,23.5
2024,6,29,0,21.2,30.8
2024,6,30,0,22.5,28.1
2024,7,1,1.5,23.9,28.9
2024,7,2,0,23.7,32.9
2024,7,3,0.5,22.8,34
2024,7,4,0,25.5,36.7
2024,7,5,0,25.4,36.4
2024,7,6,6.5,25.9,34.8
2024,7,7,0,24.5,37.8
2024,7,8,0,27.9,36.5
2024,7,9,0,25.6,31.2
2024,7,10,0.5,25,30.5
2024,7,11,11,23.3,29.2
2024,7,12,9,22.9,24.8
2024,7,13,0,22.2,32.6
2024,7,14,7,22.4,25
2024,7,15,5,22,27.1
2024,7,16,5,22.2,24.3
2024,7,17,0.5,21.9,31.6
2024,7,18,0,23.7,33.6
2024,7,19,0,25.7,34.9
2024,7,20,2.5,25.6,37
2024,7,21,0,25.4,37.1
2024,7,22,0,25.8,37.2
2024,7,23,0,25.3,38.1
2024,7,24,0,26.9,35.9
2024,7,25,3,25.6,36.8
2024,7,26,3.5,25,38.2
2024,7,27,18.5,25.7,37
2024,7,28,0,25.6,38
2024,7,29,0,28.9,40
2024,7,30,0,29.6,37.5
2024,7,31,0,27.1,36.7
2024,8,1,0,25.2,35.1
2024,8,2,0,25.9,35.5
2024,8,3,0,25.8,37.1
2024,8,4,0,25.9,37.9
2024,8,5,7,27,36.1
2024,8,6,0,26.8,34
2024,8,7,6.5,24.3,35.1
2024,8,8,0.5,25.2,34.7
2024,8,9,46,25.5,36.7
2024,8,10,0,25.8,36
2024,8,11,0,26.4,38.8
2024,8,12,0,27.7,38.8
2024,8,13,0,27.9,36.3
2024,8,14,1.5,26.2,34.4
2024,8,15,0,26.6,36.3
2024,8,16,17,25.8,30.9
2024,8,17,0,27.2,39
2024,8,18,0,26.7,35.4
2024,8,19,51.5,23.7,35.2
2024,8,20,0,24.4,35.2
2024,8,21,0,25.2,35
2024,8,22,1,24.3,31.5
2024,8,23,0,26.7,35.4
2024,8,24,60.5,25.3,36.5
2024,8,25,0.5,25,34
2024,8,26,0,25.8,35.8
2024,8,27,1.5,25.7,33.8
2024,8,28,3.5,25,32.3
2024,8,29,91,24,30.2
2024,8,30,24,24.3,29.2
2024,8,31,9,23.4,32.9
2024,9,1,1.5,23,31.1
2024,9,2,0.5,25,35.5
2024,9,3,11,23.2,27.3
2024,9,4,1.5,22.2,31.2
2024,9,5,0,21.8,32.4
2024,9,6,0,23.8,35
2024,9,7,0,25,35.4
2024,9,8,0,25.7,34.5
2024,9,9,2.5,24.9,33.9
2024,9,10,0.5,25.2,34.3
2024,9,11,1.5,26.2,36.3
2024,9,12,0,25.6,35.8
2024,9,13,0,26.5,36.1
2024,9,14,0,25.8,34.7
2024,9,15,13.5,25.3,36.5
2024,9,16,0,24.3,30
2024,9,17,0,23.3,34.7
2024,9,18,2.5,24.5,36.3
2024,9,19,0,24,32.6
2024,9,20,0,24.5,34.5
2024,9,21,1,21.3,29.4
2024,9,22,2,19.9,26.4
2024,9,23,0,19.4,28
2024,9,24,0,18.3,25.1
2024,9,25,0.5,17.2,25.6
2024,9,26,0,20.5,31.4
2024,9,27,1,22.5,26.3
2024,9,28,0,22.2,28.9
2024,9,29,7,20.7,24.1
2024,9,30,0,20.1,26.9
2024,10,1,0,18.7,27.8
2024,10,2,0,20,31.9
2024,10,3,13.5,19.9,24.6
2024,10,4,5,20,24
2024,10,5,1.5,18.9,22.7
2024,10,6,0,18.9,24
2024,10,7,0,21.1,28.2
2024,10,8,35,14.9,23.3
2024,10,9,38,15,18.4
2024,10,10,0,13,20.7
2024,10,11,0,12.8,24.9
2024,10,12,0,15.6,26.4
2024,10,13,0,15.2,26.6
2024,10,14,0,15.2,26.4
2024,10,15,0,18,27.6
2024,10,16,0,18.1,24.5
2024,10,17,0,18.3,27.6
2024,10,18,2,19.8,21.7
2024,10,19,2,20.3,27.9
2024,10,20,0,11.7,21.7
2024,10,21,0,9.7,21.4
2024,10,22,0,12.5,24.2
2024,10,23,0.5,18.1,20.6
2024,10,24,0,18.4,26.4
2024,10,25,2.5,18.4,21.6
2024,10,26,0,16.7,21.4
2024,10,27,0,14.9,22.1
2024,10,28,4.5,17.2,21.1
2024,10,29,22,12.3,18.5
2024,10,30,14.5,12.4,25.6
2024,10,31,0,10.9,20.8
2024,11,1,2,9.6,20.8
2024,11,2,39.5,14.8,17
2024,11,3,0,12.4,22.8
2024,11,4,0,9.8,22
2024,11,5,0,11.1,21.8
2024,11,6,0,10.5,16.6
2024,11,7,0,8.5,16.5
2024,11,8,0,7.5,16.5
2024,11,9,0,4.3,17.4
2024,11,10,0,9.1,17
2024,11,11,0,13.6,23.8
2024,11,12,0,10,21.4
2024,11,13,0,12.1,21.2
2024,11,14,0,12.5,20.7
2024,11,15,8.5,13,19.4
2024,11,16,0.5,12.2,18.8
2024,11,17,0,14.6,24.1
2024,11,18,0,7.9,17.8
2024,11,19,0,4.9,14
2024,11,20,2,4.1,8.8
2024,11,21,0,8.4,17.2
2024,11,22,0,5.4,19.1
2024,11,23,0,7.9,15.5
2024,11,24,0,3.6,16
2024,11,25,0,4,14.7
2024,11,26,6.5,3,11.5
2024,11,27,7,8.8,20.1
2024,11,28,0,5.3,17.9
2024,11,29,0,1.5,16.7
2024,11,30,0,2.1,16.6
2024,12,1,0,5.2,17.4
2024,12,2,0,5.7,17.5
2024,12,3,0,5.1,17.9
2024,12,4,0,5.6,18.8
2024,12,5,0,6.3,16.8
2024,12,6,0,3.5,17.2
2024,12,7,0,3,12.8
2024,12,8,0,1.4,13.2
2024,12,9,0,3.4,13
2024,12,10,0,3.1,14.9
2024,12,11,0,2.5,14.2
2024,12,12,0,1.7,11.3
2024,12,13,0,-1,6.6
2024,12,14,0,-0.5,12
2024,12,15,0,-1.4,11
2024,12,16,0,1.7,12.7
2024,12,17,0,0,14.6
2024,12,18,0,0,12.6
2024,12,19,0,2.5,9.8
2024,12,20,0,1.3,12.1
2024,12,21,0,0.1,14.9
2024,12,22,0,-0.5,9.4
2024,12,23,0,-1.4,11.2
2024,12,24,0,-0.3,11.8
2024,12,25,0,2.5,11.4
2024,12,26,0,0.8,15.9
2024,12,27,0,0.9,12.9
2024,12,28,0,-1.8,10.6
2024,12,29,0,-2.7,13
2024,12,30,0,1.1,11.6
2024,12,31,0,0.2,16.4
